elapsed_s,SP_WAVE_LONG_SYNC_CYCLES,SP_WAVE_SHORT_SYNC_CYCLES,SP_WAVE_JOIN_CYCLES,SP_LM_LOAD_INSTRUCTIONS,SP_LM_STORE_INSTRUCTIONS,SP_LM_ATOMICS,SP_GM_LOAD_INSTRUCTIONS,SP_GM_STORE_INSTRUCTIONS,SP_GM_ATOMICS,SP_VS_STAGE_TEX_INSTRUCTIONS,SP_VS_STAGE_EFU_INSTRUCTIONS,SP_VS_STAGE_FULL_ALU_INSTRUCTIONS,SP_VS_STAGE_HALF_ALU_INSTRUCTIONS,SP_FS_STAGE_TEX_INSTRUCTIONS,SP_FS_STAGE_CFLOW_INSTRUCTIONS,SP_FS_STAGE_EFU_INSTRUCTIONS,SP_FS_STAGE_FULL_ALU_INSTRUCTIONS,SP_FS_STAGE_HALF_ALU_INSTRUCTIONS,SP_FS_STAGE_BARY_INSTRUCTIONS,SP_VS_INSTRUCTIONS,SP_FS_INSTRUCTIONS,SP_ADDR_LOCK_COUNT,SP_UCHE_READ_TRANS,SP_UCHE_WRITE_TRANS
0.001093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
