elapsed_s,VPC_BE_CCHE_NUM_POS_REQ,VPC_BE_STALL_CYCLES_LM_ACK,VPC_BE_STALL_CYCLES_PRG_END_VPCPS,VPC_BE_POS_OVERFETCH_ATTR,VPC_BE_BOTTLENECK
0.001084,0,0,0,0,0
0.002557,0,0,0,0,0
0.003946,0,0,0,0,0
0.005330,0,0,0,0,0
0.006714,0,0,0,0,0
0.008152,0,0,0,0,0
0.009639,0,0,0,0,0
0.010998,0,0,0,0,0
0.012358,0,0,0,0,0
0.013846,0,0,0,0,0
0.015203,0,0,0,0,0
0.016620,0,0,0,0,0
0.018039,0,0,0,0,0
0.019390,0,0,0,0,0
0.020740,0,0,0,0,0
0.022085,0,0,0,0,0
0.023459,0,0,0,0,0
0.024873,0,0,0,0,0
0.026287,0,0,0,0,0
0.027592,0,0,0,0,0
0.029006,0,0,0,0,0
0.030419,0,0,0,0,0
0.031852,0,0,0,0,0
0.033286,0,0,0,0,0
0.034674,0,0,0,0,0
0.036060,0,0,0,0,0
0.037463,0,0,0,0,0
0.039025,0,0,0,0,0
0.040518,0,0,0,0,0
0.041969,0,0,0,0,0
0.043533,0,0,0,0,0
0.045666,0,0,0,0,0
0.047069,0,0,0,0,0
0.048524,0,0,0,0,0
0.049921,0,0,0,0,0
0.051320,0,0,0,0,0
0.053724,0,0,0,0,0
0.055117,0,0,0,0,0
0.056558,0,0,0,0,0
0.057945,0,0,0,0,0
0.059334,0,0,0,0,0
0.062519,0,0,0,0,0
0.064061,0,0,0,0,0
0.065448,0,0,0,0,0
0.066852,0,0,0,0,0
0.068243,0,0,0,0,0
0.069655,0,0,0,0,0
0.071054,0,0,0,0,0
0.072454,0,0,0,0,0
0.073904,0,0,0,0,0
0.075292,0,0,0,0,0
0.077174,0,0,0,0,0
0.079473,0,0,0,0,0
0.080876,0,0,0,0,0
0.082272,0,0,0,0,0
0.083622,0,0,0,0,0
0.084992,0,0,0,0,0
0.086335,0,0,0,0,0
0.087693,0,0,0,0,0
0.089136,0,0,0,0,0
0.090564,0,0,0,0,0
0.091948,0,0,0,0,0
0.093333,0,0,0,0,0
0.094719,0,0,0,0,0
0.096151,0,0,0,0,0
0.097672,0,0,0,0,0
0.099064,0,0,0,0,0
0.100459,0,0,0,0,0
0.102064,0,0,0,0,0
0.103491,0,0,0,0,0
0.104884,0,0,0,0,0
0.106518,0,0,0,0,0
0.108076,0,0,0,0,0
0.109502,0,0,0,0,0
0.111018,0,0,0,0,0
0.112610,0,0,0,0,0
0.114367,0,0,0,0,0
0.115922,0,0,0,0,0
