elapsed_s,PC_S_TESS_SETUP_ACTIVE,PC_S_TESS_PID_ACTIVE,PC_S_TESS_PRIM_GEN_ACTIVE,PC_S_TESS_FACTOR_TRANS,PC_S_TESS_PC_UV_TRANS,PC_S_TESS_PC_UV_PATCHES,PC_S_MESH_VS_WAVES
0.001212,0,0,0,0,0,0,0
0.002905,0,0,0,0,0,0,0
0.004439,0,0,0,0,0,0,0
0.005982,0,0,0,0,0,0,0
0.007514,0,0,0,0,0,0,0
0.009045,0,0,0,0,0,0,0
0.010588,0,0,0,0,0,0,0
0.012119,0,0,0,0,0,0,0
0.013750,0,0,0,0,0,0,0
0.015337,0,0,0,0,0,0,0
0.016867,0,0,0,0,0,0,0
0.018397,0,0,0,0,0,0,0
0.019925,0,0,0,0,0,0,0
0.021487,0,0,0,0,0,0,0
0.023074,0,0,0,0,0,0,0
0.024615,0,0,0,0,0,0,0
0.026143,0,0,0,0,0,0,0
0.027672,0,0,0,0,0,0,0
0.029201,0,0,0,0,0,0,0
0.030809,0,0,0,0,0,0,0
0.032334,0,0,0,0,0,0,0
0.033923,0,0,0,0,0,0,0
0.035427,0,0,0,0,0,0,0
0.036931,0,0,0,0,0,0,0
0.038435,0,0,0,0,0,0,0
0.039939,0,0,0,0,0,0,0
0.041445,0,0,0,0,0,0,0
0.042958,0,0,0,0,0,0,0
0.044463,0,0,0,0,0,0,0
0.046137,0,0,0,0,0,0,0
0.047596,0,0,0,0,0,0,0
0.049094,0,0,0,0,0,0,0
0.050667,0,0,0,0,0,0,0
0.052237,0,0,0,0,0,0,0
0.053858,0,0,0,0,0,0,0
0.055326,0,0,0,0,0,0,0
0.056772,0,0,0,0,0,0,0
0.058345,0,0,0,0,0,0,0
0.059918,0,0,0,0,0,0,0
0.061492,0,0,0,0,0,0,0
0.063071,0,0,0,0,0,0,0
0.064651,0,0,0,0,0,0,0
0.066078,0,0,0,0,0,0,0
0.067514,0,0,0,0,0,0,0
0.068991,0,0,0,0,0,0,0
0.070417,0,0,0,0,0,0,0
0.071843,0,0,0,0,0,0,0
0.073319,0,0,0,0,0,0,0
0.074752,0,0,0,0,0,0,0
0.076233,0,0,0,0,0,0,0
0.077747,0,0,0,0,0,0,0
0.079214,0,0,0,0,0,0,0
0.080633,0,0,0,0,0,0,0
0.082112,0,0,0,0,0,0,0
0.083484,0,0,0,0,0,0,0
0.084866,0,0,0,0,0,0,0
0.086230,0,0,0,0,0,0,0
0.087593,0,0,0,0,0,0,0
0.088953,0,0,0,0,0,0,0
0.090312,0,0,0,0,0,0,0
0.091542,0,0,0,0,0,0,0
0.092904,0,0,0,0,0,0,0
0.095030,0,0,0,0,0,0,0
0.097763,0,0,0,0,0,0,0
0.099235,0,0,0,0,0,0,0
0.100719,0,0,0,0,0,0,0
0.102347,0,0,0,0,0,0,0
0.103763,0,0,0,0,0,0,0
0.105172,0,0,0,0,0,0,0
0.106579,0,0,0,0,0,0,0
0.108025,0,0,0,0,0,0,0
0.109428,0,0,0,0,0,0,0
0.110835,0,0,0,0,0,0,0
0.112236,0,0,0,0,0,0,0
0.113674,0,0,0,0,0,0,0
0.115068,0,0,0,0,0,0,0
0.116464,0,0,0,0,0,0,0
0.117942,0,0,0,0,0,0,0
0.119341,0,0,0,0,0,0,0
0.120701,0,0,0,0,0,0,0
0.122056,0,0,0,0,0,0,0
0.123408,0,0,0,0,0,0,0
0.124760,0,0,0,0,0,0,0
0.126128,0,0,0,0,0,0,0
0.127525,0,0,0,0,0,0,0
0.128951,0,0,0,0,0,0,0
0.130361,0,0,0,0,0,0,0
0.131757,0,0,0,0,0,0,0
0.133156,0,0,0,0,0,0,0
