elapsed_s,TP_QUADS_CONSTANT_MULTIPLIED,TP_FRONTEND_WORKING_CYCLES,TP_L1_TAG_WORKING_CYCLES,TP_L1_DATA_WRITE_WORKING_CYCLES,TP_PRE_L1_DECOM_WORKING_CYCLES,TP_BACKEND_WORKING_CYCLES,TP_L1_5_CACHE_WORKING_CYCLES,TP_STARVE_CYCLES_SP,TP_STARVE_CYCLES_UCHE,TP_STALL_CYCLES_UFC,TP_FORMAT_DECOMP_POINT,TP_FILTER_POINT_FP16
0.001101,0,0,0,0,0,0,0,0,0,0,0,0
0.003009,0,0,0,0,0,0,0,0,0,0,0,0
0.004608,0,0,0,0,0,0,0,0,0,0,0,0
0.006180,0,0,0,0,0,0,0,0,0,0,0,0
0.007799,0,0,0,0,0,0,0,0,0,0,0,0
0.009416,0,0,0,0,0,0,0,0,0,0,0,0
0.011010,0,0,0,0,0,0,0,0,0,0,0,0
0.012668,0,0,0,0,0,0,0,0,0,0,0,0
0.014208,0,0,0,0,0,0,0,0,0,0,0,0
0.015795,0,0,0,0,0,0,0,0,0,0,0,0
0.017540,0,0,0,0,0,0,0,0,0,0,0,0
0.019082,0,0,0,0,0,0,0,0,0,0,0,0
0.020629,0,0,0,0,0,0,0,0,0,0,0,0
0.022293,0,0,0,0,0,0,0,0,0,0,0,0
0.024094,0,0,0,0,0,0,0,0,0,0,0,0
0.025656,0,0,0,0,0,0,0,0,0,0,0,0
0.027239,0,0,0,0,0,0,0,0,0,0,0,0
0.028830,0,0,0,0,0,0,0,0,0,0,0,0
0.030424,0,0,0,0,0,0,0,0,0,0,0,0
0.032200,0,0,0,0,0,0,0,0,0,0,0,0
0.033796,0,0,0,0,0,0,0,0,0,0,0,0
0.035389,0,0,0,0,0,0,0,0,0,0,0,0
0.036982,0,0,0,0,0,0,0,0,0,0,0,0
0.038573,0,0,0,0,0,0,0,0,0,0,0,0
0.040272,0,0,0,0,0,0,0,0,0,0,0,0
0.041865,0,0,0,0,0,0,0,0,0,0,0,0
0.043473,0,0,0,0,0,0,0,0,0,0,0,0
0.045141,0,0,0,0,0,0,0,0,0,0,0,0
0.046733,0,0,0,0,0,0,0,0,0,0,0,0
0.048357,0,0,0,0,0,0,0,0,0,0,0,0
0.049818,0,0,0,0,0,0,0,0,0,0,0,0
0.051277,0,0,0,0,0,0,0,0,0,0,0,0
0.052747,0,0,0,0,0,0,0,0,0,0,0,0
0.054217,0,0,0,0,0,0,0,0,0,0,0,0
0.055691,0,0,0,0,0,0,0,0,0,0,0,0
0.057158,0,0,0,0,0,0,0,0,0,0,0,0
0.058620,0,0,0,0,0,0,0,0,0,0,0,0
0.060085,0,0,0,0,0,0,0,0,0,0,0,0
0.061616,0,0,0,0,0,0,0,0,0,0,0,0
0.063008,0,0,0,0,0,0,0,0,0,0,0,0
0.064473,0,0,0,0,0,0,0,630,0,0,0,0
0.065999,0,0,0,0,0,0,0,0,0,0,0,0
0.067393,0,0,0,0,0,0,0,0,0,0,0,0
0.068787,0,0,0,0,0,0,0,0,0,0,0,0
0.070174,0,0,0,0,0,0,0,0,0,0,0,0
0.071565,0,0,0,0,0,0,0,0,0,0,0,0
0.072956,0,0,0,0,0,0,0,0,0,0,0,0
0.074347,0,1728,2048,2048,2816,3200,3776,63416,52520,0,0,0
0.076085,0,6464,6144,6144,5376,4992,4416,26951,15846,0,0,0
0.077465,0,0,0,0,0,0,0,0,0,0,0,0
0.078856,0,0,0,0,0,0,0,0,0,0,0,0
0.080253,0,0,0,0,0,0,0,0,0,0,0,0
0.081640,0,0,0,0,0,0,0,0,0,0,0,0
0.083028,0,0,0,0,0,0,0,0,0,0,0,0
0.084419,0,0,0,0,0,0,0,0,0,0,0,0
0.085820,0,0,0,0,0,0,0,0,0,0,0,0
0.087208,0,0,0,0,0,0,0,0,0,0,0,0
0.088594,0,0,0,0,0,0,0,0,0,0,0,0
0.089973,0,0,0,0,0,0,0,0,0,0,0,0
0.091354,0,0,0,0,0,0,0,0,0,0,0,0
0.092783,0,0,0,0,0,0,0,0,0,0,0,0
0.094164,0,0,0,0,0,0,0,0,0,0,0,0
0.095605,0,0,0,0,0,0,0,0,0,0,0,0
0.097074,0,0,0,0,0,0,0,0,0,0,0,0
0.098498,0,0,0,0,0,0,0,0,0,0,0,0
0.099920,0,0,0,0,0,0,0,0,0,0,0,0
0.101345,0,0,0,0,0,0,0,0,0,0,0,0
0.102769,0,0,0,0,0,0,0,0,0,0,0,0
0.104283,0,0,0,0,0,0,0,0,0,0,0,0
