elapsed_s,VFD_STALL_CYCLES_PRG_END_FE,VFD_STALL_CYCLES_CBSYNC,VFD_BOTTLENECK_CYCLES,VFD_WORKING_CYCLES
0.001099,0,0,0,0
0.002665,0,0,0,0
0.004152,0,0,0,0
0.005864,0,0,0,0
0.007345,0,0,0,0
0.008825,0,0,0,0
0.010341,0,0,0,0
0.011841,0,0,0,0
0.013402,0,0,0,0
0.014862,0,0,0,0
0.016318,0,0,0,0
0.017796,0,0,0,0
0.019252,0,0,0,0
0.020728,0,0,0,0
0.022263,0,0,0,0
0.023742,0,0,0,0
0.025222,0,0,0,0
0.026701,0,0,0,0
0.028180,0,0,0,0
0.029797,0,0,0,0
0.031264,0,0,0,0
0.032736,0,0,0,0
0.034192,0,0,0,0
0.035647,0,0,0,0
0.037159,0,0,0,0
0.038602,0,0,0,0
0.040044,0,0,0,0
0.041492,0,0,0,0
0.042935,0,0,0,0
0.044378,0,0,0,0
0.045895,0,0,0,0
0.047362,0,0,0,0
0.048795,0,0,0,0
0.050163,0,0,0,0
0.051529,0,0,0,0
0.053042,0,0,0,0
0.054517,0,0,0,0
0.055872,0,0,0,0
0.057221,0,0,0,0
0.058585,0,0,0,0
0.059947,0,0,0,0
0.061323,0,0,0,0
0.062690,0,0,0,0
0.064128,0,0,0,0
0.065471,0,0,0,0
0.066811,0,0,0,0
0.068154,0,0,0,0
0.069521,0,0,0,0
0.070886,0,0,0,0
0.072303,0,0,0,0
0.073641,0,0,0,0
0.075098,0,0,0,0
0.076554,0,0,0,0
0.078033,0,0,0,0
0.079484,0,0,0,0
0.080944,0,0,0,0
0.082329,0,0,0,0
0.083585,0,0,0,0
0.084983,0,0,0,0
0.086373,0,0,0,0
0.087749,0,0,0,0
0.089120,0,0,0,0
0.090515,0,0,0,0
0.091854,0,0,0,0
0.093212,0,0,0,0
0.094620,0,0,0,0
0.095860,0,0,0,0
0.097440,0,0,0,0
0.098806,0,0,0,0
0.100046,0,0,0,0
0.101556,0,0,0,0
0.102796,0,0,0,0
0.104035,0,0,0,0
0.105867,0,0,0,0
0.107108,0,0,0,0
0.108342,0,0,0,0
0.109752,0,0,0,0
0.111230,0,0,0,0
0.112624,0,0,0,0
0.114004,0,0,0,0
0.115383,0,0,0,0
0.116762,0,0,0,0
0.118173,0,0,0,0
0.119538,0,0,0,0
0.120893,0,0,0,0
0.122247,0,0,0,0
0.123603,0,0,0,0
0.124994,0,0,0,0
0.126321,0,0,0,0
0.127646,0,0,0,0
0.128976,0,0,0,0
0.130305,0,0,0,0
0.131630,0,0,0,0
0.132978,0,0,0,0
0.134294,0,0,0,0
0.135611,0,0,0,0
0.137039,0,0,0,0
0.138467,0,0,0,0
0.139863,0,0,0,0
0.141255,0,0,0,0
0.142736,0,0,0,0
0.144114,0,0,0,0
0.145491,0,0,0,0
0.146869,0,0,0,0
0.148247,0,0,0,0
0.149845,0,0,0,0
0.151278,0,0,0,0
0.152819,0,0,0,0
0.154283,0,0,0,0
0.155665,0,0,0,0
0.157065,0,0,0,0
0.158457,0,0,0,0
0.159840,0,0,0,0
0.161220,0,0,0,0
0.162601,0,0,0,0
0.163990,0,0,0,0
0.165411,0,0,0,0
0.166792,0,0,0,0
0.168172,0,0,0,0
0.169711,0,0,0,0
0.171216,0,0,0,0
0.172639,0,0,0,0
0.174216,0,0,0,0
0.175766,0,0,0,0
0.177318,0,0,0,0
0.178869,0,0,0,0
0.180417,0,0,0,0
0.181973,0,0,0,0
0.183523,0,0,0,0
0.185089,0,0,0,0
0.186640,0,0,0,0
0.188188,0,0,0,0
0.189833,0,0,0,0
0.191382,0,0,0,0
0.192929,0,0,0,0
0.194393,0,0,0,0
0.195798,0,0,0,0
0.197186,0,0,0,0
0.198642,0,0,0,0
0.200029,0,0,0,0
0.201799,0,0,0,0
0.203218,0,0,0,0
0.205332,0,0,0,0
0.207022,0,0,0,0
0.208409,0,0,0,0
0.209858,0,0,0,0
0.211240,0,0,0,0
0.212678,0,0,0,0
0.214060,0,0,0,0
0.215530,0,0,0,0
0.216910,0,0,0,0
0.218394,0,0,0,0
0.219775,0,0,0,0
0.221191,0,0,0,0
0.222572,0,0,0,0
0.223952,0,0,0,0
0.225567,0,0,0,0
0.227539,0,0,0,0
0.228979,0,0,0,0
0.230367,0,0,0,0
0.231754,0,0,0,0
0.233142,0,0,0,0
0.234528,0,0,0,0
0.235914,0,0,0,0
0.237472,0,0,0,0
0.239024,0,0,0,0
0.240589,0,0,0,0
0.242140,0,0,0,0
0.243689,0,0,0,0
0.245286,0,0,0,0
0.246988,0,0,0,0
0.248434,0,0,0,0
0.249851,0,0,0,0
0.251244,0,0,0,0
0.252628,0,0,0,0
0.254055,0,0,0,0
0.255440,0,0,0,0
0.257008,0,0,0,0
0.258556,0,0,0,0
0.260103,0,0,0,0
0.261580,0,0,0,0
0.263099,0,0,0,0
0.264650,0,0,0,0
0.266199,0,0,0,0
0.267747,0,0,0,0
0.269341,0,0,0,0
0.270891,0,0,0,0
0.272452,0,0,0,0
0.274043,0,0,0,0
0.275590,0,0,0,0
0.277326,0,0,0,0
0.278876,0,0,0,0
0.280425,0,0,0,0
0.281978,0,0,0,0
0.283541,0,0,0,0
0.285137,0,0,0,0
0.286689,0,0,0,0
0.288238,0,0,0,0
0.289788,0,0,0,0
0.291330,0,0,0,0
0.292908,0,0,0,0
0.294340,0,0,0,0
0.295729,0,0,0,0
0.297247,0,0,0,0
0.298798,0,0,0,0
0.300347,0,0,0,0
0.301903,0,0,0,0
0.303452,0,0,0,0
0.305017,0,0,0,0
0.306568,0,0,0,0
0.308118,0,0,0,0
0.309710,0,0,0,0
0.311262,0,0,0,0
0.312902,0,0,0,0
0.314417,0,0,0,0
0.315849,0,0,0,0
0.317287,0,0,0,0
0.318670,0,0,0,0
0.320051,0,0,0,0
0.321432,0,0,0,0
0.322823,0,0,0,0
0.324339,0,0,0,0
0.325896,0,0,0,0
0.327458,0,0,0,0
0.329011,0,0,0,0
0.330562,0,0,0,0
0.332112,0,0,0,0
0.333706,0,0,0,0
0.335256,0,0,0,0
0.336810,0,0,0,0
0.338375,0,0,0,0
0.339925,0,0,0,0
0.341519,0,0,0,0
0.343071,0,0,0,0
0.344624,0,0,0,0
0.346176,0,0,0,0
0.347726,0,0,0,0
0.349335,0,0,0,0
0.350886,0,0,0,0
0.352436,0,0,0,0
0.353813,0,0,0,0
0.355263,0,0,0,0
0.356651,0,0,0,0
0.358088,0,0,0,0
0.359488,0,0,0,0
0.360883,0,0,0,0
0.362270,0,0,0,0
0.363656,0,0,0,0
0.365218,0,0,0,0
0.366774,0,0,0,0
0.368321,0,0,0,0
0.369900,0,0,0,0
