elapsed_s,UCHE_WRITE_REQUESTS_VSC,UCHE_VBIF_READ_BEATS_SP,UCHE_VBIF_READ_BEATS_TP,UCHE_VBIF_READ_BEATS_VFD,UCHE_VBIF_READ_BEATS_VPC,UCHE_VBIF_READ_BEATS_HLSQ,UCHE_VBIF_READ_BEATS_LRZ,UCHE_VBIF_READ_BEATS_PC,UCHE_VBIF_READ_BEATS_CH0,UCHE_VBIF_READ_BEATS_CH1,UCHE_VBIF_WRITE_BEATS_CH0,UCHE_VBIF_WRITE_BEATS_CH1,UCHE_GMEM_READ_BEATS,UCHE_GMEM_WRITE_BEATS,UCHE_UBWC_READ_BEATS,UCHE_UBWC_WRITE_BEATS,UCHE_EVICTS,UCHE_BANK_REQ0,UCHE_BANK_REQ1,UCHE_BANK_REQ2,UCHE_BANK_REQ3,UCHE_BANK_REQ4,UCHE_BANK_REQ5,UCHE_BANK_REQ6
0.001058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
